title,year,rating,genre,synopsis,sinopse_limpa,Cluster,sinopse_melhorada,sinopse_melhorada_limpa
Morangos Silvestres,1957,8.1,"Drama, Romance","Depois de viver uma vida marcada pela frieza, um professor idoso é forçado a confrontar o vazio de sua existência.",viv vid marc fri profes idos forc confront vazi existenc,Cluster 1,"Dirigido por Ingmar Bergman (1957), Morangos Silvestres acompanha o professor aposentado Isak Borg, que parte em viagem de carro rumo a Lund para receber um doutorado honoris causa e, ao longo do percurso, é confrontado por sonhos, memórias e encontros que recriam seu passado e expõem a frieza e o vazio que marcaram sua vida. Em uma mistura de flashbacks e sequências oníricas, o filme explora arrependimento, velhice, amor e reconciliação, culminando numa reflexão íntima sobre identidade e perdão.",dirig ingm bergman 1957 morang silvestr acompanh profes aposent isak borg part viag carr rum lund receb doutor honoril caus long percurs confront sonh memor encontr recr pass expo fri vazi marc vid mist flashback sequenc onir film expl arrepend velh am reconciliaca culmin reflexa intim sobr ident perda
Era uma Vez em Tóquio,1953,8.1,Drama,"Um casal de idosos viaja para Tóquio para visitar seus filhos, mas encontram indiferença, ingratidão e uma marcada diferença cultural. Quando os idosos voltam para casa, entramos em uma profunda reflexão sobre a mortalidade e a família.",casal idos viaj toqui visit filh encontr indiferenc ingratida marc diferenc cult idos volt cas entr profund reflexa sobr mortal famil,Cluster 1,"Dirigido por Yasujiro Ozu (1953), ""Era uma Vez em Tóquio"" segue o idoso casal Shūkichi e Tomi Hirayama que viaja de sua cidade costeira a Tóquio para visitar filhos ocupados e desatentos, encontrando indiferença e um abismo geracional marcado pelas transformações do Japão pós-guerra; apenas a nora viúva Noriko demonstra afeto genuíno. Com minimalismo visual, ritmo contemplativo e enquadramentos baixos característicos de Ozu, o filme explora com sensibilidade a ingratidão, a fragilidade humana, o luto e a necessidade de reevaluar laços familiares diante da mortalidade.",dirig yasujir ozu 1953 vez toqui seg idos casal shukich tom hirayam viaj cidad cost toqui visit filh ocup desatent encontr indiferenc abism gerac marc transformaco japa posguerr apen nor viuv norik demonstr afet genuin minim visual ritm contempl enquadr baix caracteris ozu film expl sensibil ingratida fragil human lut necess reevalu lac famili di mortal
O 3º Homem,1949,8.1,"Drama, Mistério, Suspense","O romancista Holly Martins viaja para sombria, Viena pós-guerra, apenas para ele mesmo investigar a misteriosa morte de um velho amigo, Harry Lime",romanc holly martim viaj sombr vien posguerr apen investig misteri mort velh amig harry lim,Cluster 2,"O romancista norte-americano Holly Martins chega à Viena sombria e dividida do pós-guerra para investigar a misteriosa morte do antigo amigo Harry Lime, mas logo se vê enredado numa teia de intriga internacional, corrupção e dilemas morais. Enquanto interroga militares e conhecidos — incluindo a enigmática Anna — e percorre ruas, o Abrigo de esgotos e a famosa roda-gigante, Martins confronta verdades perturbadoras sobre Lime e o lado sombrio da cidade, ao som da marcante trilha de zither de Anton Karas.",romanc norteameric holly martim cheg vien sombr divid posguerr investig misteri mort antig amig harry lim log ve enred tei intrig internac corrupca dilem moral enquant interrog milit conhec inclu enigma ann percorr rua abrig esgot fam rodagig martim confront verdad perturb sobr lim lad sombri cidad som marc trilh zith anton kar
Spotlight: Segredos Revelados,2015,8.1,"Biografia, Drama",A verdadeira historia de como o jornal Boston Globe revelou o escândalo de abuso sexual infantil dentro da igreja católica da cidade e que agitou a toda igreja católica no mundo.,verd hist jorn boston glob revel escandal abus sex infantil dentr igrej catol cidad agit tod igrej catol mund,Cluster 4,"Baseado na investigação real da equipe Spotlight do Boston Globe, o filme acompanha os repórteres — interpretados por Michael Keaton, Mark Ruffalo, Rachel McAdams e outros — e o editor (Liev Schreiber) enquanto desvendam um esquema sistemático de abuso sexual infantil e acobertamento pela Igreja Católica em Boston; dirigido por Tom McCarthy e com roteiro de McCarthy e Josh Singer, Spotlight retrata a persistência jornalística que expôs milhares de vítimas, provocou processos, mudanças institucionais e repercussão global, e foi premiado com o Oscar de Melhor Filme e Roteiro Original em 2016.",base investigaca real equip spotlight boston glob film acompanh report interpret michael keaton mark ruffal rachel mcad outr edit liev schreib enquant desvend esquem sistema abus sex infantil acobert igrej catol boston dirig tom mccarthy rot mccarthy josh sing spotlight retrat persistenc jornalis exp milh vit provoc process mudanc instituc repercussa glob premi osc melhor film rot orig 2016
O Mistério da Lixeira,2024,8.4,"Ação, Drama, Suspense","Um barbeiro busca vingança depois que sua casa é assaltada, dizendo enigmaticamente à polícia que sua ""lakshmi"" foi levada, deixando-os incertos se é uma pessoa ou um objeto. Sua busca para recuperar a elusiva ""lakshmi"" se desenrola.",barb busc vinganc cas assalt diz enigmatic polic lakshm lev deixando incert pesso objet busc recuper elus lakshm desenrol,Cluster 2,"Após um assalto à sua casa, um barbeiro decide buscar vingança e provoca a polícia ao afirmar, de forma enigmática, que sua ""lakshmi"" foi levada — deixando as autoridades e a comunidade em dúvida sobre se se trata de uma pessoa, um objeto ou algo mais simbólico. A partir daí, sua obsessiva procura pela elusiva ""lakshmi"" desencadeia uma trama tensa e ambígua, entrelaçando suspense, choque emocional e reflexões sobre perda, identidade e justiça enquanto segredos do passado começam a emergir.",apo assalt cas barb decid busc vinganc provoc polic afirm form enigma lakshm lev deix autoridad comunidad duvid sobr trat pesso objet alg simbol part dai obsess proc elus lakshm desencade tram tens ambigu entrelac suspens choqu emoc reflexo sobr perd ident jus enquant segred pass comec emerg
Piratas do Caribe: A Maldição do Pérola Negra,2003,8.1,"Ação, Aventura, Fantasia","O ferreiro Will Turner se une ao excêntrico pirata ""Capitão"" Jack Sparrow para salvar Elizabeth Swann, a filha do governador e seu amor, dos ex-aliados piratas de Jack, que agora são mortos-vivos.",ferr will turn une excentr pirat capita jack sparrow salv elizabeth swann filh govern am exali pirat jack agor sao mortosv,Cluster 0,"Quando a filha do governador, Elizabeth Swann, é raptada por piratas que empunham um terrível segredo — a tripulação do lendário Pérola Negra, agora imortal e amaldiçoada por um tesouro azteca — o jovem ferreiro Will Turner se une ao excêntrico e desesperado pirata ""Capitão"" Jack Sparrow para resgatá-la. Entre perseguições em alto-mar, duelos, revelações sobre lealdades quebradas e a vingança do ambicioso Capitão Hector Barbossa, Will precisa confrontar suas próprias origens e aprender a navegar no mundo traiçoeiro da pirataria para salvar Elizabeth e pôr fim à maldição.",filh govern elizabeth swann rapt pirat empunh terri segred tripulaca lendari perol negr agor imort amaldico tesour aztec jov ferr will turn une excentr desesper pirat capita jack sparrow resgatal perseguico altom duel revelaco sobr lealdad quebr vinganc ambici capita hec barboss will precis confront propr orig aprend naveg mund traico pirat salv elizabeth fim maldica
O Exterminador do Futuro,1984,8.1,"Ação, Aventura, Ficção científica","Um assassino ciborgue do futuro tenta encontrar e matar Sarah Connor, uma garçonete que está destinada a ser a mãe de um homem que salvará a humanidade da extinção.",assassin ciborg futur tent encontr mat sarah conn garconet destin mae hom salv human extinca,Cluster 0,"Em 1984, no clássico dirigido por James Cameron, um implacável ciborgue assassino (Arnold Schwarzenegger) é enviado do futuro por Skynet para 1984 com a missão de eliminar Sarah Connor (Linda Hamilton), uma garçonete aparentemente comum cuja sobrevivência é crucial para o nascimento de John Connor, futuro líder da resistência humana. Um soldado da resistência, Kyle Reese (Michael Biehn), também viaja no tempo para protegê-la, desencadeando uma perseguição violenta e tensa que mistura ação, suspense e reflexões sobre destino, tecnologia e humanidade.",1984 class dirig jam cameron implaca ciborg assassin arnold schwarzenegg envi futur skynet 1984 missa elimin sarah conn lind hamilton garconet aparent comum cuj sobrevivenc cruc nasc john conn futur lid resistenc human sold resistenc kyl rees michael biehn tamb viaj temp protegel desencade perseguica violent tens mist aca suspens reflexo sobr destin tecnolog human
O Grande Lebowski,1998,8.1,Comédia,"Jeff The Dude Lebowski, foi confundido por um millonário do mesmo nome e procurará restituçao com a ajuda do seus amigos.",jeff the dud lebowsk confund millonari nom procur restituca ajud amig,Cluster 1,"Jeffrey ""The Dude"" Lebowski, um boêmio preguiçoso e amante de boliche, é confundido com um milionário homônimo quando invasores urinam em seu tapete — que ""realmente unia a sala"" — e parte em busca de reparação. Junto dos fiéis amigos Walter Sobchak, um veterano explosivo, e Donny, ele é puxado para um emaranhado de sequestros, exigências de resgate, cineastas e pornógrafos como Jackie Treehorn, além de nihilstas e da excêntrica filha do milionário, Maude. Entre sequências cômicas e sombria fantasia noir dos irmãos Coen, o filme mistura humor absurdo, personagens memoráveis e reflexões sobre identidade e acaso.",jeffrey the dud lebowsk boemi preguic am bolich confund milionari homon inva urin tapet real uni sal part busc reparaca junt fiel amig walt sobchak veter explos donny pux emaranh sequestr exigenc resgat cineast pornograf jacki treehorn alem nihilst excentr filh milionari maud sequenc comic sombr fantas noir irma coen film mist hum absurd person memora reflexo sobr ident acas
O Ódio,1995,8.1,Drama,24 horas na vida de três jovens nos subúrbios franceses no dia seguinte a uma rebelião violenta.,24 hor vid tre jov suburbi frances dia seguint rebelia violent,Cluster 1,"Vigília de 24 horas nos subúrbios franceses no dia seguinte a uma rebelião violenta, O Ódio segue três jovens — Vinz, Hubert e Saïd (Vincent Cassel, Hubert Koundé, Saïd Taghmaoui) — enquanto lidam com o tenso confronto entre moradores e polícia; a busca por dignidade, a raiva acumulada e o medo quotidiano se desenrolam numa Paris marginal, filmada em preto e branco por Mathieu Kassovitz, que expõe com crueldade e sensibilidade a exclusão social, o racismo institucional e o ciclo da violência urbana.",vigil 24 hor suburbi frances dia seguint rebelia violent odi seg tre jov vinz hubert said vincent cassel hubert kound said taghmaou enquant lid tens confront mor polic busc dign raiv acumul med quotidi desenrol paril marg film pret branc mathi kassovitz expo crueldad sensibil exclusa soc rac instituc cicl violenc urban
Jai Bhim,2021,8.6,Drama,"Quando um homem tribal é preso por um caso de suposto roubo, sua esposa recorre a um advogado de direitos humanos para ajudá-lo a fazer justiça.",hom trib pres cas supost roub esp recorr advog direit human ajudal faz jus,Cluster 1,"Baseado em fatos reais e dirigido por T.J. Gnanavel, Jai Bhim é um drama jurídico tenso e comovente que acompanha a luta da mulher tribal Sengeni (Lijomol Jose) e do advogado de direitos humanos Chandru (Suriya) contra violência policial, tortura em custódia e o racismo estrutural que oprime comunidades indígenas. Quando um homem de sua comunidade é detido por um suposto crime, Sengeni busca a justiça que o sistema lhe nega; Chandru assume o caso, expondo negligência, conluio e falhas institucionais numa batalha legal que sacode crenças e revela verdades ocultas — filme lançado em 2021 pela 2D Entertainment e disponível na Amazon Prime Video.",base fat real dirig tj gnana jai bhim dram jurid tens comov acompanh lut mulh trib sengen lijomol jos advog direit human chandru suriy contr violenc polic tort custod rac estrut oprim comunidad indigen hom comunidad det supost crim sengen busc jus sistem neg chandru assum cas exp negligenc conlui falh instituc batalh legal sacod crenc revel verdad ocult film lanc 2021 2d entertainment disponi amazon prim vide
